inat2024_fsd50k
Abavorana luctuosa
Eupholidoptera garganica
Eupholidoptera giuliae
Eupholidoptera hesperica
Eupholidoptera icariensis
Eupholidoptera krueperi
Eupholidoptera kykladica
Eupholidoptera latens
Eupholidoptera leucasi
Eupholidoptera magnifica
Eupholidoptera mariannae
Eupholidoptera megastyla
Eupholidoptera prasina
Eupholidoptera schmidti
Eupholidoptera smyrnensis
Eupholidoptera tyrrhenica
Eupholidoptera uvarovi
Euphonia affinis
Euphonia anneae
Euphonia cayennensis
Euphonia chalybea
Euphonia chlorotica
Euphonia chrysopasta
Euphonia concinna
Euphonia finschi
Euphonia fulvicrissa
Euphonia godmani
Euphonia gouldi
Euphonia hirundinacea
Euphonia imitans
Euphonia jamaica
Euphonia laniirostris
Euphonia luteicapilla
Euphonia mesochrysa
Euphonia minuta
Euphonia pectoralis
Euphonia plumbea
Euphonia rufiventris
Euphonia saturata
Euphonia trinitatis
Euphonia violacea
Euphonia xanthogaster
Euphoria sepulcralis
Euplectes afer
Euplectes albonotatus
Euplectes ardens
Euplectes aureus
Euplectes axillaris
Euplectes capensis
Euplectes diadematus
Euplectes franciscanus
Euplectes gierowii
Euplectes hartlaubi
Euplectes hordeaceus
Euplectes jacksoni
Euplectes macroura
Euplectes nigroventris
Euplectes orix
Euplectes progne
Euplectes psammacromius
Eupodotis caerulescens
Eupodotis senegalensis
Euproctis chrysorrhoea
Eupsittula aurea
Eupsittula cactorum
Eupsittula canicularis
Eupsittula nana
Eupsittula pertinax
Eupsophus calcaratus
Eupsophus emiliopugini
Eupsophus vertebralis
Euptilotis neoxenus
Euptoieta claudia
Eurepa marginipennis
Eurepa wirkutta
Eurillas ansorgei
Eurillas curvirostris
Eurillas gracilis
Eurillas latirostris
Eurillas virens
Eurocephalus anguitimens
Eurocephalus ruppelli
Eurostopodus argus
Eurostopodus diabolicus
Eurostopodus mystacalis
Eurostopodus papuensis
Euryceros prevostii
Eurylaimus javanicus
Eurylaimus ochromalus
Euryphara contentei
Euryptila subcinnamomea
Eurypyga helias
Eurystomus azureus
Eurystomus glaucurus
Eurystomus gularis
Eurystomus orientalis
Euscarthmus meloryphus
Euscarthmus rufomarginatus
Euschistospiza cinereovinacea
Euschistospiza dybowskii
Euspinolia militaris
Eutamias sibiricus
Euterpnosia alpina
Euterpnosia chibensis
Euterpnosia chilanensis
Euterpnosia chinensis
Euterpnosia hoppo
Euterpnosia kotoshoensis
Euterpnosia laii
Euterpnosia varicolor
Euterpnosia viridifrons
Euthystira brachyptera
Eutoxeres aquila
Eutoxeres condamini
Eutriorchis astur
Evacanthus chlamidatus
Evergoderes cabrerai
Ewartia etesia
Ewartia lapidosa
Ewartia oldfieldi
Ewartia roberti
Exilisciurus exilis
Exilisciurus whiteheadi
Explosion
Falcerminthus yaeyamensis
Falcipennis falcipennis
Falco alopex
Falco amurensis
Falco araeus
Falco ardosiaceus
Falco berigora
Falco biarmicus
Falco cenchroides
Falco cherrug
Falco chicquera
Falco columbarius
Falco concolor
Falco cuvierii
Falco deiroleucus
Falco dickinsoni
Falco eleonorae
Falco fasciinucha
Falco femoralis
Falco hypoleucos
Falco jugger
Falco longipennis
Falco mexicanus
Falco moluccensis
Falco naumanni
Falco newtoni
Falco novaeseelandiae
Falco peregrinus
Falco punctatus
Falco rufigularis
Falco rupicoloides
Falco rupicolus
Falco rusticolus
Falco severus
Falco sparverius
Falco subbuteo
Falco subniger
Falco tinnunculus
Falco vespertinus
Falco zoniventris
Falculea palliata
Falcunculus frontatus
Falcunculus leucogaster
Fart
Faxonius rusticus
Feihyla vittiger
Fejervarya cancrivora
Fejervarya kawamurai
Fejervarya limnocharis
Fejervarya multistriata
Felis catus
Felis chaus
Felis silvestris
Female_singing
Female_speech_and_woman_speaking
Ferminia cerverai
Festella festae
Ficedula albicilla
Ficedula albicollis
Ficedula basilanica
Ficedula bonthaina
Ficedula buruensis
Ficedula crypta
Ficedula disposita
Ficedula dumetoria
Ficedula elisae
Ficedula erithacus
Ficedula harterti
Ficedula henrici
Ficedula hodgsoni
Ficedula hyperythra
Ficedula hypoleuca
Ficedula luzoniensis
Ficedula mugimaki
Ficedula narcissina
Ficedula nigrorufa
Ficedula owstoni
Ficedula parva
Ficedula platenae
Ficedula riedeli
Ficedula ruficauda
Ficedula rufigula
Ficedula sapphira
Ficedula semitorquata
Ficedula speculigera
Ficedula strophiata
Ficedula subrubra
Ficedula superciliaris
Ficedula timorensis
Ficedula tricolor
Ficedula westermanni
Ficedula zanthopygia
Fidicina torresi
Fidicina toulgoeti
Fidicinoides poulaini
Fidicinoides pronoe
Fidicinoides vinula
Fill_(with_liquid)
Finger_snapping
Fire
Fireworks
Firouzophrynus stomaticus
Fixed-wing_aircraft_and_airplane
Flectonotus fitzgeraldi
Florisuga fusca
Florisuga mellivora
Fluvicola albiventer
Fluvicola nengeta
Fluvicola pica
Formica exsectoides
Formicarius analis
Formicarius colma
Formicarius moniliger
Formicarius nigricapillus
Formicarius rufifrons
Formicarius rufipectus
Formicivora acutirostris
Formicivora erythronotos
Formicivora grantsaui
Formicivora grisea
Formicivora iheringi
Formicivora intermedia
Formicivora melanogaster
Formicivora rufa
Formicivora serrana
Formosemia apicalis
Formotosena seebohmi
Forpus coelestis
Forpus conspicillatus
Forpus crassirostris
Forpus cyanopygius
Forpus modestus
Forpus passerinus
Forpus spengeli
Forpus xanthops
Forpus xanthopterygius
Foudia eminentissima
Foudia flavicans
Foudia madagascariensis
Foudia omissa
Foudia rubra
Foudia sechellarum
Foulehaio carunculatus
Foulehaio procerior
Foulehaio taviunensis
Fowl
Francolinus francolinus
Francolinus pictus
Francolinus pintadeanus
Fraseria caerulescens
Fraseria cinerascens
Fraseria griseigularis
Fraseria lendu
Fraseria ocreata
Fraseria olivascens
Fraseria plumbea
Fraseria tessmanni
Fratercula arctica
Fratercula corniculata
Frederickena fulva
Frederickena unduliger
Frederickena viridis
Fregata andrewsi
Fregata aquila
Fregata magnificens
Fregata minor
Fregetta tropica
Fringilla coelebs
Fringilla maderensis
Fringilla montifringilla
Fringilla moreletti
Fringilla polatzeki
Fringilla spodiogenys
Fringilla teydea
Fritziana fissilis
Fritziana goeldii
Fritziana mitus
Frog
Froggattina australis
Frostius pernambucensis
Frying_(food)
Fulica alai
Fulica americana
Fulica ardesiaca
Fulica armillata
Fulica atra
Fulica cornuta
Fulica cristata
Fulica gigantea
Fulica leucoptera
Fulica rufifrons
Fulmarus glacialis
Fulmarus glacialoides
Fulvetta cinereiceps
Fulvetta danisi
Fulvetta formosana
Fulvetta ludlowi
Fulvetta manipurensis
Fulvetta ruficapilla
Fulvetta striaticollis
Fulvetta vinipectus
Funambulus obscurus
Funambulus palmarum
Funambulus pennantii
Funambulus sublineatus
Funambulus tristriatus
Funisciurus lemniscatus
Funisciurus pyrropus
Furnarius cinnamomeus
Furnarius cristatus
Furnarius figulus
Furnarius leucopus
Furnarius longirostris
Furnarius minor
Furnarius rufus
Furnarius torridus
Gadus morhua
Gaeana atkinsoni
Gaeana cheni
Gaeana maculata
Gaeana nigra
Galago moholi
Galagoides demidoff
Galagoides thomasi
Galanga labeculata
Galbalcyrhynchus leucotis
Galbalcyrhynchus purusianus
Galbula albirostris
Galbula chalcothorax
Galbula cyanescens
Galbula cyanicollis
Galbula dea
Galbula galbula
Galbula leucogastra
Galbula pastazae
Galbula ruficauda
Galbula tombacea
Galea spixii
Galerida cristata
Galerida deva
Galerida magnirostris
Galerida malabarica
Galerida modesta
Galerida theklae
Galictis cuja
Galictis vittata
Galidia elegans
Galidictis fasciata
Gallicolumba crinigera
Gallicolumba keayi
Gallicolumba luzonica
Gallicolumba rufigula
Gallicolumba tristigmata
Gallicrex cinerea
Gallinago andina
Gallinago delicata
Gallinago gallinago
Gallinago hardwickii
Gallinago imperialis
Gallinago jamesoni
Gallinago macrodactyla
Gallinago magellanica
Gallinago media
Gallinago megala
Gallinago nemoricola
Gallinago nigripennis
Gallinago nobilis
Gallinago paraguaiae
Gallinago solitaria
Gallinago stenura
Gallinago stricklandii
Gallinago undulata
Gallinula chloropus
Gallinula comeri
Gallinula galeata
Gallinula tenebrosa
Gallirallus australis
Gallirallus calayanensis
Gallirallus castaneoventris
Gallirallus insignis
Gallirallus okinawae
Gallirallus philippensis
Gallirallus rovianae
Gallirallus sylvestris
Gallirallus torquatus
Gallirallus wallacii
Gallirallus woodfordi
Gallirex johnstoni
Gallirex porphyreolophus
Galloperdix bicalcarata
Galloperdix lunulata
Galloperdix spadicea
Gallus gallus
Gallus lafayettii
Gallus sonneratii
Gallus varius
Gampsocleis abbreviata
Gampsocleis buergeri
Gampsocleis glabra
Gampsocleis gratiosa
Gampsocleis schelkovnikovae
Gampsocleis sedakovii
Gampsocleis ussuriensis
Gampsonyx swainsonii
Gampsorhynchus rufulus
Gampsorhynchus torquatus
Garritornis isidorei
Garrulax canorus
Garrulax castanotis
Garrulax ferrarius
Garrulax leucolophus
Garrulax maesi
Garrulax milleti
Garrulax monileger
Garrulax palliatus
Garrulax strepitans
Garrulax taewanus
Garrulus glandarius
Garrulus lanceolatus
Garrulus lidthi
Gasp
Gasterocercus depressirostris
Gastrimargus africanus
Gastrophryne carolinensis
Gastrophryne mazatlanensis
Gastrophryne olivacea
Gastrotheca albolineata
Gastrotheca coeruleomaculata
Gastrotheca ernestoi
Gastrotheca fissipes
Gastrotheca microdiscus
Gastrotheca nicefori
Gastrotheca ovifera
Gastrotheca riobambae
Gavia adamsii
Gavia arctica
Gavia immer
Gavia pacifica
Gavia stellata
Gavicalis fasciogularis
Gavicalis versicolor
Gavicalis virescens
Gecinulus grantia
Gecinulus rafflesii
Gecinulus viridis
Gehyra mutilata
Gekko albofasciolatus
Gekko gecko
Gekko reevesii
Gekko smithii
Gelidea torrida
Gelochelidon macrotarsa
Gelochelidon nilotica
Geobiastes squamiger
Geocerthia serrana
Geococcyx californianus
Geococcyx velox
Geocolaptes olivaceus
Geocrinia laevis
Geocrinia leai
Geocrinia sparsiflora
Geocrinia victoriana
Geoffroyus geoffroyi
Geoffroyus heteroclitus
Geoffroyus simplex
Geokichla citrina
Geokichla crossleyi
Geokichla erythronota
Geokichla gurneyi
Geokichla guttata
Geokichla mendeni
Geokichla peronii
Geokichla piaggiae
Geokichla princei
Geokichla sibirica
Geokichla spiloptera
Geokichla wardii
Geopelia cuneata
Geopelia humeralis
Geopelia maugeus
Geopelia placida
Geopelia striata
Geophaps plumifera
Geophaps scripta
Geophaps smithii
Geositta antarctica
Geositta crassirostris
Geositta cunicularia
Geositta isabellina
Geositta maritima
Geositta peruviana
Geositta poeciloptera
Geositta punensis
Geositta rufipennis
Geositta saxicolina
Geositta tenuirostris
Geospiza acutirostris
Geospiza conirostris
Geospiza fortis
Geospiza fuliginosa
Geospiza magnirostris
Geospiza scandens
Geospiza septentrionalis
Geospizopsis plebejus
Geospizopsis unicolor
Geothlypis aequinoctialis
Geothlypis auricularis
Geothlypis beldingi
Geothlypis flavovelata
Geothlypis formosa
Geothlypis nelsoni
Geothlypis philadelphia
Geothlypis poliocephala
Geothlypis rostrata
Geothlypis semiflava
Geothlypis speciosa
Geothlypis tolmiei
Geothlypis trichas
Geothlypis velata
Geotrygon caniceps
Geotrygon chrysia
Geotrygon leucometopia
Geotrygon montana
Geotrygon mystacea
Geotrygon purpurata
Geotrygon saphirina
Geotrygon versicolor
Geotrygon violacea
Gephyromantis angano
Gephyromantis eiselti
Gephyromantis lomorina
Geranoaetus albicaudatus
Geranoaetus melanoleucus
Geranoaetus polyosoma
Geranospiza caerulescens
Geronticus calvus
Geronticus eremita
Gerygone albofrontata
Gerygone chloronota
Gerygone chrysogaster
Gerygone citrina
Gerygone dorsalis
Gerygone flavolateralis
Gerygone fusca
Gerygone hypoxantha
Gerygone igata
Gerygone inornata
Gerygone levigaster
Gerygone magnirostris
Gerygone modesta
Gerygone mouki
Gerygone olivacea
Gerygone palpebrosa
Gerygone ruficollis
Gerygone sulphurea
Gerygone tenebrosa
Giggle
Giraffa camelopardalis
Gladicosa gulosa
Glandirana emeljanovi
Glandirana reliquia
Glandirana rugosa
Glareola cinerea
Glareola isabella
Glareola lactea
Glareola maldivarum
Glareola nordmanni
Glareola nuchalis
Glareola ocularis
Glareola pratincola
Glass
Glaucestrilda caerulescens
Glaucestrilda perreini
Glaucestrilda thomensis
Glaucidium albertinum
Glaucidium bolivianum
Glaucidium brasilianum
Glaucidium capense
Glaucidium castanopterum
Glaucidium castanotum
Glaucidium costaricanum
Glaucidium cuculoides
Glaucidium gnoma
Glaucidium griseiceps
Glaucidium hardyi
Glaucidium jardinii
Glaucidium minutissimum
Glaucidium mooreorum
Glaucidium nana
Glaucidium nubicola
Glaucidium palmarum
Glaucidium parkeri
Glaucidium passerinum
Glaucidium perlatum
Glaucidium peruanum
Glaucidium radiatum
Glaucidium sanchezi
Glaucidium siju
Glaucidium sjostedti
Glaucidium tephronotum
Glaucis aeneus
Glaucis dohrnii
Glaucis hirsutus
Glaucomys sabrinus
Glaucomys volans
Glaucopsaltria viridis
Glenbalodectes norrisi
Gliciphila melanops
Gliciphila notabilis
Gliciphila undulata
Glis glis
Glockenspiel
Glossoptilus goldiei
Glycichaera fallax
Glyphoglossus guttulatus
Glyphonotus coniciplicus
Glyphonotus thoracicus
Glyphorynchus spirurus
Gnathoclita vorax
Gnorimopsar chopi
Goldmania bella
Goldmania violiceps
Gomphoceridius brevipenne
Gomphocerippus rufus
Gomphocerus sibiricus
Gonatas hebridalis
Gong
Goodfellowia miranda
Gopherus agassizii
Gorilla beringei
Gorilla gorilla
Gorsachius goisagi
Gorsachius melanolophus
Goura cristata
Goura scheepmakeri
Goura sclaterii
Goura victoria
Gracula indica
Gracula ptilogenys
Gracula religiosa
Gracupica contra
Gracupica floweri
Gracupica nigricollis
Grafisia torquata
Grallaria albigula
Grallaria alleni
Grallaria alticola
Grallaria alvarezi
Grallaria andicolus
Grallaria ayacuchensis
Grallaria bangsi
Grallaria blakei
Grallaria cajamarcae
Grallaria capitalis
Grallaria carrikeri
Grallaria centralis
Grallaria cochabambae
Grallaria dignissima
Grallaria eludens
Grallaria erythroleuca
Grallaria erythrotis
Grallaria excelsa
Grallaria flavotincta
Grallaria gigantea
Grallaria gravesi
Grallaria griseonucha
Grallaria guatimalensis
Grallaria haplonota
Grallaria hypoleuca
Grallaria kaestneri
Grallaria milleri
Grallaria nuchalis
Grallaria obscura
Grallaria occabambae
Grallaria oneilli
Grallaria przewalskii
Grallaria quitensis
Grallaria ridgelyi
Grallaria ruficapilla
Grallaria rufocinerea
Grallaria rufula
Grallaria saltuensis
Grallaria saturata
Grallaria sinaensis
Grallaria spatiator
Grallaria squamigera
Grallaria urraoensis
Grallaria varia
Grallaria watkinsi
Grallaricula cucullata
Grallaricula cumanensis
Grallaricula ferrugineipectus
Grallaricula flavirostris
Grallaricula leymebambae
Grallaricula lineifrons
Grallaricula loricata
Grallaricula nana
Grallaricula ochraceifrons
Grallaricula peruviana
Grallina bruijnii
Grallina cyanoleuca
Graminicola bengalensis
Graminicola striatus
Grammatoptila striata
Granatellus pelzelni
Granatellus sallaei
Granatellus venustus
Granatina granatina
Granatina ianthinogaster
Grandala coelicolor
Grantiella picta
Graphocephala coccinea
Graptopsaltria bimaculata
Graptopsaltria nigrofuscata
Graptopsaltria tienta
Graueria vittata
Graydidascalus brachyurus
Growling
Grus americana
Grus grus
Grus japonensis
Grus monacha
Grus nigricollis
Gryllita arizonae
Grylloderes brunneri
Gryllodes sigillatus
Gryllodes supplicans
Gryllodinus kerkennensis
Gryllodinus odicus
Gryllotalpa africana
Gryllotalpa gryllotalpa
Gryllotalpa jinxiuensis
Gryllotalpa krimbasi
Gryllotalpa madecassa
Gryllotalpa major
Gryllotalpa orientalis
Gryllotalpa pluvialis
Gryllotalpa unispina
Gryllotalpa vineae
Gryllus armatus
Gryllus assimilis
Gryllus bermudensis
Gryllus bimaculatus
Gryllus campestris
Gryllus cohni
Gryllus firmus
Gryllus fultoni
Gryllus fulvipennis
Gryllus integer
Gryllus leei
Gryllus lightfooti
Gryllus lineaticeps
Gryllus longicercus
Gryllus multipulsator
Gryllus navajo
Gryllus pennsylvanicus
Gryllus personatus
Gryllus regularis
Gryllus rubens
Gryllus saxatilis
Gryllus staccato
Gryllus texensis
Gryllus transpecos
Gryllus veletis
Gryllus veletisoides
Gryllus vocalis
Guadalcanaria inexpectata
Guaruba guarouba
Gubernatrix cristata
Gubernetes yetapa
Guira guira
Guitar
Gull_and_seagull
Gulo gulo
Gulosus aristotelis
Gunshot_and_gunfire
Gurgling
Guttera plumifera
Guttera pucherani
Guttera verreauxi
Guyalna bicolor
Guyalna bonaerensis
Guyalna cuta
Guyalna nadae
Guyalna platyrhina
Guyramemua affine
Gygis alba
Gymnasio nudipes
Gymnobucco bonapartei
Gymnobucco calvus
Gymnobucco peli
Gymnocerca enaulites
Gymnocichla nudiceps
Gymnoderus foetidus
Gymnogryllus angustus
Gymnogryllus leucostictus
Gymnogryllus odonopetalus
Gymnomystax mexicanus
Gymnomyza aubryana
Gymnomyza brunneirostris
Gymnomyza samoensis
Gymnomyza viridis
Gymnophaps albertisii
Gymnophaps solomonensis
Gymnopithys bicolor
Gymnopithys leucaspis
Gymnopithys rufigula
Gymnorhina tibicen
Gymnorhinus cyanocephalus
Gymnoris dentata
Gymnoris pyrgita
Gymnoris superciliaris
Gymnoris xanthocollis
Gymnotympana varicolor
Gypaetus barbatus
Gypohierax angolensis
Gyps africanus
Gyps bengalensis
Gyps coprotheres
Gyps fulvus
Gyps himalayensis
Gyps indicus
Gyps rueppelli
Gyps tenuirostris
Gypsophila annamensis
Gypsophila brevicaudata
Gypsophila calcicola
Gypsophila crassa
Gypsophila crispifrons
Gypsophila rufipectus
Habia rubica
Haddadus binotatus
Hadoa bifida
Hadoa chiricahua
Hadoa chisosensis
Hadoa duryi
Hadoa inaudita
Hadoa parallela
Hadoa texana
Hadoa townsendii
Hadromophryne natalensis
Haematoderus militaris
Haematopus ater
Haematopus bachmani
Haematopus chathamensis
Haematopus finschi
Haematopus fuliginosus
Haematopus leucopodus
Haematopus longirostris
Haematopus moquini
Haematopus ostralegus
Haematopus palliatus
Haematopus unicolor
Haematortyx sanguiniceps
Haemopsalta aktites
Haemopsalta eximia
Haemopsalta rubea
Haemorhous cassinii
Haemorhous mexicanus
Haemorhous purpureus
Hafferia fortis
Hafferia immaculata
Hafferia zeledoni
